@context,@type,url,sameAs,contactPoint,alternateName,name,itemListElement,address,image,description,telephone,contactPoint_@type,contactPoint_contactType,contactPoint_email,contactPoint_url,itemListElement_item_name,itemListElement_position,itemListElement_@type,itemListElement_item_@id,address_addressLocality,address_streetAddress,address_addressRegion,address_postalCode,address_@type
https://schema.org,LocalBusiness,,,,,Ritter Center,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,Provides a food pantry.  Serves Marin County (except Canal District). Documentation Required: Photo identification and proof of residency. Pantry Hours: Monday through Friday 9:00am - 3:00pm Wednesday and Friday 3:00pm - 5:30pm...,(415) 457-8182,,,,,,,,,San Rafael,16 Ritter Street,CA,94901,PostalAddress
https://schema.org,LocalBusiness,,,,,The Salvation Army Marin County Corps Community Service Cent,,,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Provides a food pantry.  Serves: Marin County. Documentation Required: Photo identification for each adult in household, proof of residency, proof of income, social security number for each member of household Pantry Hours: Monday-Friday 9:00am - 12:00pm 4th Thursday of every month 9:00am - 12:00pm (USDA government surplus food program) 1st and 3rd Friday of every month 9:00am - 12:00pm (Brown bag food pantry)For more information, please call. ...",(415) 459-4520,,,,,,,,,San Rafael,351 Mission Avenue,CA,94901,PostalAddress
https://schema.org,LocalBusiness,,,,,North Richmond Missionary Baptist Church Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Food Pantry Hours:2nd and 4th Friday of the month12:00pm - 2:00pmClosed on holidaysFor more information, please call....",(510) 232-7751,,,,,,,,,Richmond,1427 Fred Jackson Way,CA,94805,PostalAddress
https://schema.org,LocalBusiness,,,,,Sojourner Truth Presbyterian Church Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"Food Pantry Hours: 3rd Saturday of the month12:00pm - 2:00pmFor more information, please call the pantry....",(510) 222-2020,,,,,,,,,Richmond,2621 Shane Drive,CA,94801,PostalAddress
https://schema.org,LocalBusiness,,,,,The Lighthouse,,,https://www.foodpantries.org/gallery/24149_new_hope_christian_center_93022_oox.png,"Provides a food pantry.  Pantry Hours: The last Tuesday of each month 1:00pm - 3:00pmFor more information, please call.",805-649-2244,,,,,,,,,Oak View,590 Old Ventura Avenue,CA,93022,PostalAddress
https://schema.org,LocalBusiness,,,,,The Lord's Pantry  - Summit Church ,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Delivers food from their food pantry throughout east county. Call between 8am and 5pm, leave name, address, phone number and the size of family. Hours: 1st and 3rd Thursday11:00am - 1:00pm. Closed holidays.",(925) 679-1353,,,,,,,,,Oakely,1250 O'Hara Ave,CA,94561,PostalAddress
https://schema.org,LocalBusiness,,,,,California Food and Justice Coalition,,,https://www.foodpantries.org/gallery/144_california-food-and-justice-coalition_arf.jpg,"For more information, please call.",310 822-5410,,,,,,,,,Oakland,398 60th St.,CA,90291,PostalAddress
https://schema.org,LocalBusiness,,,,,Alameda County Community Food Bank,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,Alameda County Community Food Bank distributes food to 275 agencies that provide food assistance to people in need. Their mission is to provide food and nutrition education to those in need within the community. Please contact them for more information on agency locations and eligibility requirements . Office&nbsp; Hours:Monday - Friday 9 am - 5pm Emergency Food Helpline:Monday - Friday 9am - 4pm 800-870-3663,510-635-3663,,,,,,,,,Oakland,7900 Edgewater Drive,CA,94621,PostalAddress
https://schema.org,LocalBusiness,,,,,Covenant House California Crisis Shelter - Oakland,,,https://www.foodpantries.org/gallery/1063_covenant-house-california-crisis-shelter-oakland_ipo.jpg,Los Angeles and Bay Area campuses offer three nutritious home-cooked meals to our residents receive each and every day.,(510) 379-1010,,,,,,,,,Oakland,200 Harrison Street,CA,94607,PostalAddress
https://schema.org,LocalBusiness,,,,,Feed My Sheep,,,https://www.foodpantries.org/gallery/1302_ca-feed-my-sheep_ixi.jpg,"Hours:Third Saturday of each month 12:00pm - 2:00pmNutritional bag lunches  food boxes, and women, men, children clothes are distributed.  Thanksgiving &amp; Christmas, dinner is served.  Call or e-mail ahead in reference to the special dinners. ",(510) 384-8604,,,,,,,,,Oakland,8825 MacArthur Blvd,CA,94605,PostalAddress
https://schema.org,LocalBusiness,,,,,West Oakland Food Pantry - Prescott-Joseph Center,,,https://www.foodpantries.org/gallery/32365_ca-west_oakland_food_pantry_coi.jpg," Hours of Operation: Monday - Friday9:00am - 4:00pmFor more information, please call. ",(510) 208-5651,,,,,,,,,Oakland,920 Peralta Street,CA,94607,PostalAddress
https://schema.org,LocalBusiness,,,,,CID Project of the East Bay- Oakland,,,https://www.foodpantries.org/gallery/38140_cid_project_-Oaklan-94612_iog.jpg,"Provides advocacy and support to CID clients. Services include a Wellness Clinic that offers primary care, food pantry, housing, funds for utilities, access to counseling, crisis intervention, long-term case management and agency referrals. Services are free.  Hours: Monday - Friday 9:30am - 12:30pm; 1:30pm - 5:30 pmFor more information, please call. ",(510) 663-7979,,,,,,,,,Oakland,1320 Webster Street,CA,94612,PostalAddress
https://schema.org,LocalBusiness,,,,,Help of Ojai,,,https://www.foodpantries.org/gallery/24100_help_of_ojai_93024_rzn.png,Provides a food pantry.  Pantry Hours: Monday to Friday 8:30am to 12:00pm and 1:00pm to 5:00pm,805.646.5122,,,,,,,,,Ojai,111 W. Santa Ana Street,CA,93023,PostalAddress
https://schema.org,LocalBusiness,,,,,First Baptist Church,,,https://www.foodpantries.org/gallery/24070_first_baptist_church_93023_lyv.png,Provides a food pantry.  Pantry Hours: 4th Saturday of the month 10:00am to 11:30amPlease Call Previous Monday.,(805) 646-3333,,,,,,,,,Ojai,930 Grand Avenue,CA,93023,PostalAddress
https://schema.org,LocalBusiness,,,,,The Lighthouse,,,https://www.foodpantries.org/gallery/no_photo_3.jpg,"Provides a food pantry.  Pantry Hours: The last Tuesday of each month 1:00pm - 3:00pmFor more information, please call....",805-649-2244,,,,,,,,,Oak View,590 Old Ventura Avenue,CA,93022,PostalAddress
https://schema.org,LocalBusiness,,,,,Temple Beth Torah,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Provides a food pantry.  Pantry Hours: Tuesday 8:00am-10:30am...,805-647-4181,,,,,,,,,Ventura,7620 Foothill Road,CA,93004,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Presbyterian Church,,,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Provides a food pantry.  Pantry Hours: Thursday10:30am to 12:00pmFor more information, please call....",805-648-2737,,,,,,,,,Ventura,1555 Poli Street,CA,93001,PostalAddress
https://schema.org,LocalBusiness,,,,,Family To Family,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Provides a food pantry.  Pantry hours: Monday, Wednesday and Friday from 11:30am to 12:30pm Saturday and Sunday breakfast only from 8:00am to 9:00am...",805-658-2610,,,,,,,,,Ventura,303 N. Ventura Ave,CA,93001,PostalAddress
https://schema.org,LocalBusiness,,,,,Catholic Charities Ventura,,,https://www.foodpantries.org/gallery/no_photo_3.jpg,Provides a food pantry.  Pantry Hours: Tuesday and Thursday 9am to 12:00pm and 1:00pm to 3:00pm ...,805-643-4694,,,,,,,,,Ventura,303 N. Ventura Avenue,CA,93001,PostalAddress
https://schema.org,LocalBusiness,,,,,Bridge Community Church Food Pantry,,,https://www.foodpantries.org/gallery/24333_zion_christian_center_92866_gtl.jpg,"Provides a food pantry.Hours:The 1st and 3rd Wednesday of each month10:00am - 1:00pmIn addition, we have a a Kidz Kloset. The closet assists parents by providing clothing and toys for kids 0-12 years.For more information, please call. ",(714) 997-8881,,,,,,,,,Orange,710 S Cambridge Street,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,St Norberts Christian Services,,,https://www.foodpantries.org/gallery/24253_st_norberts_christian_services_92865_dje.png,Provides a food pantry.  Must live within parish boundaries. Pantry Hours: Saturday Hot Meal 12:30pm - 2:00pmOn call 7 days,(714) 637-4360,,,,,,,,,Orange,300 E. Taft Ave,CA,92865,PostalAddress
https://schema.org,LocalBusiness,,,,,St Johns Lutheran Church,,,https://www.foodpantries.org/gallery/24247_st_johns_lutheran_church_92866_lvi.png,Provides a food pantry.  Bring ID. Pantry Hours: Saturday 8:00am - 10:00am (closed last Saturday of the month),714-2287-8440,,,,,,,,,Orange,154 S. Shaffer St.,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,Praise Chapel,,,https://www.foodpantries.org/gallery/24173_praise_chapel_92868_qts.png,Provides a food pantry.  Pantry Hours: Thursday5:00pm,714-588-1577,,,,,,,,,Orange,1125 W Alvarez Ave,CA,92868,PostalAddress
https://schema.org,LocalBusiness,,,,,River 47,,,https://www.foodpantries.org/gallery/24184_river_47_92869_esv.jpg,Provides a food pantry.  Call for appointment once a month.Hours:Tuesday and Thursday9:00am - 2:00pm,714-633-6464x10,,,,,,,,,Orange,250 S. Prospect Ave,CA,92869,PostalAddress
https://schema.org,LocalBusiness,,,,,Orange Elderly Services Inc,,,https://www.foodpantries.org/gallery/24160_orange_elderly_services_inc_92866_tqk.jpg,"Provides a food pantry.  Seniors only. Pantry Hours: Emergency Food 3rd Tuesday of the month 9:00amFor more information, please call.",(714) 538-9633,,,,,,,,,Orange,170 S Olive St,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,Orange Hills Assembly,,,https://www.foodpantries.org/gallery/24161_orange_hills_assembly_92867_utb.png,Provides a food pantry. Pantry Hours:Monday through Thursday 10:00am to 2:00pm ,714-974-7333,,,,,,,,,Orange,2910 N Santiago Blvd,CA,92867,PostalAddress
https://schema.org,LocalBusiness,,,,,Marys Kitchen - Orange Cares,,,https://www.foodpantries.org/gallery/24140_marys_kitchen_orange_cares_92866_klv.png,Provides a food pantry.  Pantry Hours: Hot meals Monday - Friday8:00am - 2:00pm Except Wednesday 10:00am - 2:00pm; Clients 9:00 - 3:00pm,714-633-0444,,,,,,,,,Orange,517 W. Struck Ave,CA,92867,PostalAddress
https://schema.org,LocalBusiness,,,,,Trinity Guild - La Purisima Catholic Church,,,https://www.foodpantries.org/gallery/24128_la_purisima_trinity_guild_92869_cji.jpg,"Provides a food pantry.  Orange County only. Pantry Hours: Monday, and Friday 10:00am - 12:00pm 1st, 3rd and 5th Wednesday of the month10:00am - 12:00pm2nd and 4th Wednesday - Mobile Pantry8:30am - 10:30pm(In the parking lot behind the parish office)Thanksgiving Dinners Distribution:Sunday before Thanksgiving",(714) 633-5800,,,,,,,,,Orange,11712 N. Hewes Street,CA,92869,PostalAddress
https://schema.org,LocalBusiness,,,,,Friendly Center,,,https://www.foodpantries.org/gallery/24083_friendly_center__zdm.jpg,"Provides a food pantry.Serves: 92865 only. Pantry Hours: Emergency Food 2nd Friday of the monthMonday and Thursday 10:00amFor more information, please call. ",(714) 771-5300,,,,,,,,,Orange,1820 E Meats Ave.,CA,92867,PostalAddress
https://schema.org,LocalBusiness,,,,,Christian Life Fellowship,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Provides a food pantry.  By application only. Pantry Hours: Saturday 9:30am - 11:30am,714-771 9850,,,,,,,,,Orange,1090 N. Batavia St.,CA,92867,PostalAddress
https://schema.org,LocalBusiness,,,,,Calvary Temple,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,Provides a food pantry.  Pantry Hours: As needed Monday - Friday 9:00am - 5:00pm,714-538-1064,,,,,,,,,Orange,308 S Glassell Street,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,First Presbyterian Church of Orange,,,https://www.foodpantries.org/gallery/23961_1st_presbyterian_church_of_orange_92866_cvg.jpg,"Provides a food pantry.  Pantry Hours:Wednesday10:00am - 12:00pm; 1:00pm - 3:00pmLimit is 2 bags per month per person/household.For more information, please call.",(714) 583-2341,,,,,,,,,Orange,191 N Orange St,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,You Are Special Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_10.jpg,We are a local 501(c)3 non-profit distributing food.Hours:Wednesday 8:15 until 10:00am. Call or email for more information.,(714) 863-6058,,,,,,,,,Orange,3512 E. Chapman Ave.,CA,92869,PostalAddress
https://schema.org,LocalBusiness,,,,,River47 Church,,,https://www.foodpantries.org/gallery/38551_river47-church_cax.jpg,"We offer a food pantry where students can come and pick out the food they want.  It's by appointment only.Hours:Tuesday and Thursday 9:00am - 1:30pm  Bring two regular size grocery bags to fill up.For more information, please call. ",(714) 633-6464,,,,,,,,,Orange,250 S. Prospect Street,CA,92866,PostalAddress
https://schema.org,LocalBusiness,,,,,Orangevale Food Bank,,,https://www.foodpantries.org/gallery/35218_orangevale-food-bank_szo.png,"Hours: Wednesday   4:30pm and 6:30 pm Thursday 9:00am and 12:30pm. We  hope to keep our shelves full to be able to meet as many needs as we  can, but cannot guarantee it. What we can guarantee is that someone will  be available to provide resources for you as you work toward getting  back on your feet. Door to Door Program  Residents unable to travel our location may be eligible for our Door To  Door Program.Eligibility  Any family residing in Orangevale or Fair Oaks will be eligible to  receiv",(916) 304-3663,,,,,,,,,Orangevale,6483 Main Avenue,CA,95662,PostalAddress
https://schema.org,LocalBusiness,,,,,Ventura County Rescue Mission,,,https://www.foodpantries.org/gallery/24307_vc_rescue_mission_93030_bnz.png,The VC Rescue Mission DOES NOT HAVE A FOOD PANTRY. It only serve hot meals daily at lunch and dinner.Hours:Lunch11:30amDinner5:30pmPlease call for more information.,805-487-1234,,,,,,,,,Oxnard,234 E. Sixth Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,St Paul's Baptist Church,,,https://www.foodpantries.org/gallery/24256_st_pauls_baptist_church_93030_lzt.jpg,"Provides a food pantry.  Pantry Hours: By appointment only. For more information, please call. ",(805) 487-2015,,,,,,,,,Oxnard,1777 Statham Boulevard,CA,93033,PostalAddress
https://schema.org,LocalBusiness,,,,,St Anthonys Church - St Vicent de Paul,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,Provides a food pantry.  Serve those from our parish boundaries.Pantry Hours: Tuesday and Friday&nbsp;9:30am to 11:45am,805-486-7301,,,,,,,,,Oxnard,2511 South C Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,SDA Community Health Services,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,Provides a food pantry.  Pantry Hours:The 2nd Friday of the month8:00am - 9:30am,805-240-3440,,,,,,,,,Oxnard,1625 Pacific Avenue,CA,93033,PostalAddress
https://schema.org,LocalBusiness,,,,,Salvation Army Oxnard,,,https://www.foodpantries.org/gallery/24199_salvation_army_oxnard_93032_jiz.png,Provides a food pantry.  Pantry Hours: Tuesday and Friday9:00am to 12:00pm,805-483-9235,,,,,,,,,Oxnard,622 W. Wooley Rd,CA,93032,PostalAddress
https://schema.org,LocalBusiness,,,,,Oxnard Community Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,"Provides a food pantry.  Pantry Hours: Monday, Thursday and Friday1:30pm - 2:30 pmTuesday8:00am - 9:00am; 1:30pm - 2:30 pm",(805) 483-2347,,,,,,,,,Oxnard,144 S. C Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Our Lady Of Guadalupe,,,https://www.foodpantries.org/gallery/24164_our_lady_of_guadalupe_93030_hqu.png,Provides a food pantry.  Pantry Hours: 3rd Thursday of Every month 7:30am - 10:30pm,805-483-0987,,,,,,,,,Oxnard,500 N. Juanita Ave,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Mercy Ministries,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,Provides a food pantry.  Pantry Hours: Saturday 8:00am-11:00am,805-983-0044,,,,,,,,,Oxnard,2857 Cortez Street,CA,93036,PostalAddress
https://schema.org,LocalBusiness,,,,,Mixteco Indigena Community Organization,,,https://www.foodpantries.org/gallery/24146_mixteco_indigena_community_organization_93041_vso.jpg,Provides a food pantry.  Pantry Hours:2nd Tuesday of the month 11:00am to 1:00pm,805-483-1166,,,,,,,,,Oxnard,520 W. 5th St. (Suite F),CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Morning Star Church of God in Christ,,,https://www.foodpantries.org/gallery/no_photo_4.jpg,Provides a food pantry.  Pantry Hours: 1st Thursday of the month 4:30pm to 6:30pm 3rd Saturday of the month 12pm to 2pm 3rd Sunday of the month 1:30pm to 2pm,805-486-4294,,,,,,,,,Oxnard,427 N. Harrison Avenue,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,New Vision Christian Center,,,https://www.foodpantries.org/gallery/24151_new_vision_christian_center_93033_tnk.jpg,Provides a food pantry.  Pantry Hours: 2nd Thursday of the month 7:00pm to 8:30pm,805-389-6737,,,,,,,,,Oxnard,1671 Beacon Place,CA,93033,PostalAddress
https://schema.org,LocalBusiness,,,,,Open Church,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Provides a food pantry.  Pantry Hours: Wednesday 5:00pm to 6:00pmFor more information, please call.",805-487-6314,,,,,,,,,Oxnard,333 W. Seventh Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Action of VC,,,https://www.foodpantries.org/gallery/24037_community_action_of_vc_93030_nbs.jpg,"Provides a food pantry.  Pantry Hours: Thursday 1:30pm to 3:00pmFor more information, please call.",805-436-4030,,,,,,,,,Oxnard,621 Richmond Avenue,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Channel Islands Vineyard Church,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,Provides a food pantry.  Pantry Hours: Wednesday 2:00pm to 4:00pm,(805) 485-0050,,,,,,,,,Oxnard,1851 Holser Walk,CA,93036,PostalAddress
https://schema.org,LocalBusiness,,,,,Catholic Charities Oxnard,,,https://www.foodpantries.org/gallery/24006_catholic_charities_oxnard_93030_tpc.png,"Provides a food pantry.  Pantry Hours: 2nd, 3rd, 4th Thursday of the month 9:00am to 10:00am",805-486-2900,,,,,,,,,Oxnard,402 North A Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Bread of Life - All Saints Episcopal Church,,,https://www.foodpantries.org/gallery/23987_bread_of_life_all_saints_episcopal_church_93030_uep.jpg,Provides a food pantry.  Pantry Hours: Congregate meals served5:00pm,805-483-2347,,,,,,,,,Oxnard,144 South C Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Centro Christiano Familiar,,,https://www.foodpantries.org/gallery/24012_centro_christiano_familiar_windspark_93030_vjf.jpg,Provides a food pantry.  Pantry Hours: 3rd Thursday of the month11:30am to 1:00pm,(805) 407-6181,,,,,,,,,Oxnard,154 Wolff Street,CA,93030,PostalAddress
https://schema.org,LocalBusiness,,,,,Pacifica Resource Center,,,https://www.foodpantries.org/gallery/36430_pacifica-resource-center_ivz.jpg,The Pacifica Resource Center's mission is to help stabilize Pacifica families and individuals by providing a safety net of food.,650-738-7470,,,,,,,,,Pacifica,1809 Palmetto Ave. ,CA,94044,PostalAddress
https://schema.org,LocalBusiness,,,,,North Peninsula Food Pantry & Dining Center,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"JIM  WE ARE HAVING LESS AND LESS PEOPLE COME TO OUR DINING CENTER.  PLEASE SPREAD THE WORD AROUND SO MORE PEOPLE COME TO OUR DINING CENTER.Everyone is welcome to join The Dining Center, serves a cafeteria-style hot meal to anyone who is hungry.Hours:Monday, Tuesday, and Thursday5:00pm to 6:00pm – or until all food is distributedThe Dining Center continues to serve approximately 70 people each Monday, Tuesday, and Thursday evening at a current cost of $6.41 per person. Meals are purchased primarily...",(650) 994-5150,,,,,,,,,Daly City,31 Bepler Street ,CA,94014,PostalAddress
https://schema.org,LocalBusiness,,,,,Temple United Methodist Church,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Provides a food pantry.  Serves San Francisco County Pantry Hours: Wednesday 4:00pm - 6:40pmWe are always seeking volunteers and need help from 2:00 pm when our truck arrives, right through till 7:00 when we finish distributing the food....",(415) 586-1444,,,,,,,,,San Francisco,65 Beverly Street,CA,94132,PostalAddress
https://schema.org,LocalBusiness,,,,,Iglesia Bautista Balboa Eben-ezer,,,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Provides a food pantry.  Serves San Francisco County (Primarily the Excelsior District).For more information, please call....",(415) 585-6628,,,,,,,,,San Francisco,39 Amazon Avenue,CA,94112,PostalAddress
https://schema.org,LocalBusiness,,,,,Ingleside Community Center,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Provides a food pantry.  Serves San Francisco County (94112, 94132) Pantry Hours: Thursday 10:30am(Closed on all major holidays)...",(415) 586-4765,,,,,,,,,San Francisco,1345 Ocean Avenue,CA,94112,PostalAddress
https://schema.org,LocalBusiness,,,,,St Francis Episcopal Church Food Pantry,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"Provides a food pantry.  Serves: San Francisco County (94112, 94127, 94132) Documentation Required: Photo ID Pantry Hours: Wednesday 3:45pm (Closed on all major holidays)For more information, please call. ...",(415) 334-1590,,,,,,,,,San Francisco,399 San Fernando Way,CA,94127,PostalAddress
https://schema.org,LocalBusiness,,,,,Mend - Meet Each Need With Dignity,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"MEND offers food, clothing, medical, eye care, dental, multi-benefit screenings, and education and training services for those in need.  If you need help and meet the eligibility requirements below, come to the MEND Center reception area during operating hours for an intake interview.  It has a homeless program, family program, dental clinic, education and training center, youth services, home garden program, job training, etc.  Hours:Tuesday - Friday 8:00am to 5:00pm Saturday (Front desk) 9:00am to 12:00pm",(818) 897-2443,,,,,,,,,Pacoima,10641 N. San Fernando Rd. ,CA,91331,PostalAddress
https://schema.org,LocalBusiness,,,,,Khalsa Food Pantry ,,,https://www.foodpantries.org/gallery/33137_khalsa-food-pantry_vtg.jpg,"We are a Sikh non-profit organization located in Pacoima, CA who provide food assistance to local low-income families.Food Pantry Hours; Friday6:00pm - 7:00pm",818-896-7700,,,,,,,,,Pacoima,9989 Laurel Canyon Blvd,CA,91331,PostalAddress
https://schema.org,LocalBusiness,,,,,Grace's Palmdale Soup Kitchen at Desert Winds Church,,,https://www.foodpantries.org/gallery/33923_rilkcvvywe.jpg,"Hours:Soup Kitchen, Hot Meal6:00pm - 7:00pmFor more information, please call. ",(661) 266-3400,,,,,,,,,Palmdale,38117 13th Street E,CA,93550,PostalAddress
https://schema.org,LocalBusiness,,,,,United Methodist Church,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Hours:12:00pm Sandwich Shoppe, Hot MealFor more information, please call....",(661) 942-0419,,,,,,,,,Lancaster,918 West Avenue J,CA,93534,PostalAddress
https://schema.org,LocalBusiness,,,,,Destiny Christian Center International,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,DCCI Helps is a community outreach program that at the moment services the whole Antelope Valley area. Hours:The 3rd Saturday of the monthPlease call for time We do emergency/ clothing once a week for families in need and individuals with proof of residence in the antelope valley area. Telephone appointments only. We also have a ton of other resources once you fill out the application of needs that you require.Business Hours:Monday - Friday 9:00am - 2:00pm...,(661) 582-8177,,,,,,,,,Lancaster,44628 10th Street W,CA,93534,PostalAddress
https://schema.org,LocalBusiness,,,,,St. Vincent de Paul Lancaster,,,https://www.foodpantries.org/gallery/no_photo_5.jpg,"Hours:Monday  9:00am - 10:00am Food Bags, Meal/ClothesFor more information, please call. ...",(661) 942-3222,,,,,,,,,Lancaster,45058 Trevor Avenue,CA,93534,PostalAddress
https://schema.org,LocalBusiness,,,,,Helping Hands Feeding Children,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Helping Hands Feeding Children has a food drive.Hours Every 2nd and 4th Saturday of the month 10:00am - 11:00amThe Office Hours Tuesday-Friday 8:30am - 4:30pmFor more information, please call. ...",(661) 317-5915,,,,,,,,,Lancaster,154 East Ave I,CA,93534,PostalAddress
https://schema.org,LocalBusiness,,,,,Grace Resource Center,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Provides: Food pantry, hot meals, infant eeds, hygiene kits, clothing and classes.Hours:Tuesday10:00am - 1:00pmWednesday10:0am (Spanish Seeking)1:00ampm (Orientation)Thursday10:00am - 1:00pmDonations: Are accepted Monday through Friday from 9:00am - 3:300pmFor more information, please call....",(661) 940-5272,,,,,,,,,Lancaster,45134 N. Sierra Highway,CA,93534,PostalAddress
https://schema.org,LocalBusiness,,,,,LifeMoves,,,https://www.foodpantries.org/gallery/24116_innvision...the_way_home_94301_pmu.png,"Provides a food pantry.Hours:Monday - Friday8:00am - 4:00pmFor more information, please call. ",(650) 853-8672,,,,,,,,,Palo Alto,33 Encina Avenue,CA,94301,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Services Agency Community - Food Nutrition Center,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Hours:Monday11:30am - 1:30pmTuesday2:00pm - 4:00pmWednesday2:00pm - 4:00pmThursday11:30am - 1:30pmFriday1:30am - 3:30pmFor more information, please call. ...",(650) 968-0836,,,,,,,,,Mountain View,204 Stierlin Rd.,CA,94043,PostalAddress
https://schema.org,LocalBusiness,,,,,Community Service Agency ,,,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Provides a food pantry.  Serves Residents of zip codes: 94022, 94024, 94035, 94040, 94041, 94043. Documentation Required: Photo identification, proof of residence, proof of income and verification of dependents Pantry Hours: Monday, Tuesday and Thursday 10:00am - 12:00pm and 2:00pm - 4:00pmWednesday and Friday 2:00pm - 4:00pm...",650-968-0836,,,,,,,,,Mountain View,204 Stierlin Road,CA,94043,PostalAddress
https://schema.org,LocalBusiness,,,,,Second Harvest Food Bank - Bing Center,,,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Second Harvest Food Bank is a non-profit agency that  collects and distributes nutritious, high-quality food to help people  who cannot afford to buy groceries. Low-income people of all ages are  welcome, regardless of immigration status. Every food recipient is  treated with dignity and respect.Business Hours:Monday - Friday8:00am - 4:30pmFor more information, please call. ...",(650) 610-0800,,,,,,,,,San Carlos,1051 Bing Street,CA,94070,PostalAddress
https://schema.org,LocalBusiness,,,,,Sunnyvale Community Services,,,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Provides a food pantry.  Serves Zip codes 94085, 94086, 94087, 94089 for financial aid. Zip codes 94085, 94086, 94089 for food programs. Documentation Required: Proof of residence, proof of income, proof of number in family, proof of financial problem. Pantry Hours: Monday-Friday 9:00 - 11:30 am; 1:00pm - 4:00pm. Monthly food distribution from 8:00am - 5:00pm...",(408) 738-4321,,,,,,,,,Sunnyvale,725 Kifer Road,CA,94086,PostalAddress
https://schema.org,LocalBusiness,,,,,League of Volunteers Emergency Food Bank,,,https://www.foodpantries.org/gallery/no_photo_7.jpg,"Emergency food bank.Serves: Fremont, Newark, Union City Residents.LOV provides year-round dry and canned food and bread supplies for those who need a little help to get by.Hours:Monday - Friday 8:00pm - 5:00pmFor an appointment or more information, please call. ...",(510) 793-5683,,,,,,,,,Newark,"8440 Central Ave., ",CA,94560,PostalAddress
https://schema.org,LocalBusiness,,,,,Help 4 People,,,https://www.foodpantries.org/gallery/no_photo_1.jpg,"We provide services for residents of Paradise, Magalia and  Stifling City, CAHours: Tuesday &amp; Thursday 9:00AM to 1:00PM We are an emergency food bank. We provide 3 days of food for your Family every 3 months. Requirements:Please provide a SS card or medical Card for each member of your family, a photo ID for each adult.A piece of mail with your current address.  We follow the same financial requirements as the state of  California for Cal Fresh recipients. ",(530) 872-4357,,,,,,,,,Paradise,5533 Skyway Rd,CA,95969,PostalAddress
