name,address_postalCode,address_streetAddress,address_addressRegion,image,description,@context,address_@type,telephone,address_addressLocality,@type
St. Gerard's Social Service Food Pantry,90066,4439 Inglewood Blvd.,CA,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ...",https://schema.org,PostalAddress,(310) 390-5034,Los Angeles,LocalBusiness
California Food and Justice Coalition,90291,398 60th St.,CA,https://www.foodpantries.org/gallery/no_photo_2.jpg,"For more information, please call....",https://schema.org,PostalAddress,310 822-5410,Oakland,LocalBusiness
San Dimas Center,91773,110 E. Third Street,CA,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable",https://schema.org,PostalAddress,(909) 599-1103,San Dimas,LocalBusiness
Shepherd's Pantry Glendora,91740,657 E. Arrow Highway,CA,https://www.foodpantries.org/gallery/no_photo_6.jpg,"We are open to the public  for food and clothing service.Hours:Wednesday and Thursday5:00pm - 7:00pm You must have a residence address in  one of the ten (10) cities we serve: Azusa, Baldwin Park, Claremont,  Covina, Glendora, Hacienda Heights, La Puente, La Verne, San Dimas &  West Covina. Please bring proof of residence address on your first  visit, such as a driver's license or utility bill. There is no charge  for our services and you may return once per month for up to six months:  extended programs are...",https://schema.org,PostalAddress,(626) 852-7630,Glendora,LocalBusiness
Shepherd's Pantry,91740,657 E. Arrow Highway,CA,https://www.foodpantries.org/gallery/no_photo_5.jpg,"The people who utilize our services come from all walks of life. We all experience difficult times in our lives and sometimes we need a helping hand. More than 50% of the people we serve are experiencing a very temporary situation and just need a little help to get them through a rough time. Our volunteers genuinely love helping people and go out of their way to try to meet the needs of everyone we serve. The most rewarding part is the smiles and expressions of gratitude from those we serve.Hours:Wednesday, Thursday5:00pm - ...",https://schema.org,PostalAddress,(626) 852-7630,Glendora,LocalBusiness
 Inland Valley Hope Partners - Sova Program Center,91761,1753 N Park Ave,CA,https://www.foodpantries.org/gallery/no_photo_8.jpg,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable...",https://schema.org,PostalAddress,(909) 622-3806,Pomona,LocalBusiness
Inland Valley Hope Partners,91768,1753 N. Park Ave.,CA,https://www.foodpantries.org/gallery/no_photo_2.jpg,"Hours:Monday - Thurday9:00am - 3:00pmEmergency Food Assistance; location in Ontario, Pomona, Claremont and San DimasEmergency Housing Program. For more information, please call. ...",https://schema.org,PostalAddress,(909) 622-3806,Pomona,LocalBusiness
New Life Community,,275 E Foothill Blvd,CA,https://www.foodpantries.org/gallery/no_photo_5.jpg,"Hours:Friday4:00pmFor more information, please call. ...",https://schema.org,PostalAddress,(909) 593-7070,Pomona,LocalBusiness
Lighthouse Foursquare,91340,622 N Maclay Ave.,CA,https://www.foodpantries.org/gallery/no_photo_3.jpg,Free Food Distribution HoursSATURDAY 8:30am to 10:30am  No information will not be asked! Come and get your free grocery bag!,https://schema.org,PostalAddress,(818) 403-6432,San Fernando,LocalBusiness
The Church on Pearl Food Pantry,90405,1520 Pearl Street,CA,https://www.foodpantries.org/gallery/no_photo_4.jpg,"Church on Pearl distributes food.Hours:Wednesday 2:30pm - 5:30pmGroceries and food for people in need. For more information, please call. ",https://schema.org,PostalAddress,(310) 699-2777,Santa Monica,LocalBusiness
Delaware Ave. SDA Food Pantry,90404,1845 20th Street,CA,https://www.foodpantries.org/gallery/1945_ca-delaware_ave_sda_food_pantry_bnu.jpg,This is a food pantry for those in need. Hours: Sunday2:00pm - 4:00pm,https://schema.org,PostalAddress,310-450-0919,Santa Monica,LocalBusiness
Ocean Park Community Center Food Pantry,90401,503 Olympic Blvd,CA,https://www.foodpantries.org/gallery/no_photo_7.jpg,"Food pantry provided.Hours:Tuesday 2:30pm - 4:00pmFor more information, please call. ",https://schema.org,PostalAddress,(310) 450-4050,Santa Monica,LocalBusiness
St. Anne's Social Service Food Pantry,90404,2013 Colorado Ave.,CA,https://www.foodpantries.org/gallery/1950_ca-st_annes_social_service_food_pantry_qel.jpg,Food pantry for the needy.Hours:Tuesday 4:00pm - 5:30pm,https://schema.org,PostalAddress,(310) 829-4411,Santa Monica,LocalBusiness
Santa Monica Salvation Army Food Pantry,90401,1533 4th Street,CA,https://www.foodpantries.org/gallery/1954_ca-santa_monica_salvation_army_food_pantry_uwt.jpg,"This is a food pantry offered by the Salvation Army.HoursMonday, Tuesday, Wednesday and Friday9:00am - 11:00amFor more information, please call. ",https://schema.org,PostalAddress,(310) 451-1358,Santa Monica,LocalBusiness
St. Joseph Center Food Pantry,90291,204 Hampton Dr.,CA,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Hours:Tuesday, Wednesday, Thursday, and Friday9:00am - 12:00pmFamily Center and Food Pantry serves working poor families and individuals with case management, groceries, emergency services, educational workshops, recreational opportunities that build family cohesion...",https://schema.org,PostalAddress,310-396-6468,Venice,LocalBusiness
Faith Tabernacle Church Pantry,90025,2147 Purdue Ave.,CA,https://www.foodpantries.org/gallery/no_photo_4.jpg,Church food pantry for the needy in Los Angeles. Hours:Sunday 12:30pm - 2:00pm....,https://schema.org,PostalAddress,310-473-3135,Los Angeles,LocalBusiness
California Food and Justice Coalition,90291,398 60th St.,CA,https://www.foodpantries.org/gallery/no_photo_9.jpg,"For more information, please call....",https://schema.org,PostalAddress,310 822-5410,Oakland,LocalBusiness
St. Gerard's Social Service Food Pantry,90066,4439 Inglewood Blvd.,CA,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ...",https://schema.org,PostalAddress,(310) 390-5034,Los Angeles,LocalBusiness
St. Augustine's S.A.V.E.S. Food Pantry,90232,3850 Jasmine Ave.,CA,https://www.foodpantries.org/gallery/no_photo_3.jpg,"Food pantry which provides groceries to the needy.Hours:Mondays, Wednesdays and Fridays 9:00am - 11:45am....",https://schema.org,PostalAddress,310-838-2477,Culver City,LocalBusiness
God Provides Food Bank - Native American Food Bank,91733,2453 Troy Ave.,CA,https://www.foodpantries.org/gallery/3832_god-provides-food-bank---native-american-food-bank_hek.jpg,"Regional Native American Food Bank serving all communities throughout  Southern California. We distribute 100 lb family pack program for  agencies support, aide with food distributions to local pantries,  homeless outreaches, support local government with emergency food  source, youth organizations,  and veteran support. HoursMonday - Friday8:00am - 4:00pmSaturday 8:00am - 2:00pmOpen most holidays.For more information, please call. ",https://schema.org,PostalAddress,(626) 442-4273,South El Monte,LocalBusiness
San Gabriel Valley Service Center ,91733,1441 Santa Anita Avenue,CA,https://www.foodpantries.org/gallery/38181_san_gabriel_-South_-91733_soo.jpg,"The Los Angeles Regional Food Bank provides food to low-income seniors (60+). Requirements: Income verification and picture identification are required to receive the food.Food Pantry Hours:4th Monday of every month9:00am - 11:00amFor more information, please call. ",https://schema.org,PostalAddress,(626) 575-5431,South El Monte,LocalBusiness
Our Saviour Center Food Pantry,91731,4368 Santa Anita Ave,CA,https://www.foodpantries.org/gallery/no_photo_3.jpg,"Distributes groceries.Hours:Tuesday and Thursday (except holidays)For more information, please call....",https://schema.org,PostalAddress,(626) 579-2190,El Monte,LocalBusiness
Our Saviour Center Food Pantry,91731,4368 Santa Anita Ave.,CA,https://www.foodpantries.org/gallery/no_photo_7.jpg,"Hours:Tuesday and Thursday 10:00am to 1:00pmUnless it is a holiday.  Requirements: Picture ID requested.For more information, please call. ...",https://schema.org,PostalAddress,(626) 579-2190,El Monte,LocalBusiness
Calvary Pico Rivera Community Outreach,90660,4211 Columbia Ave,CA,https://www.foodpantries.org/gallery/no_photo_10.jpg,"Food pantry.Hours:1st and 3rd Thursday of the month12:30pm - 1:30pmFor more information, please call. ...",https://schema.org,PostalAddress,(562) 777-5134,Pico Rivera,LocalBusiness
Shepherd's Pantry - Baldwin Park,91706,13020 Francissquito Ave,CA,https://www.foodpantries.org/gallery/no_photo_7.jpg,"Hours:Friday5:00pm - 7:00pmFor more information, please call. ...",https://schema.org,PostalAddress,(626) 671-0090,Baldwin Park,LocalBusiness
Mexican American Opportunity Foudation - MAOF,90640,401 N Garfield Ave,CA,https://www.foodpantries.org/gallery/no_photo_6.jpg,"Since 1963, MAOF has been providing comprehensive human services to all Californians through programs in early childhood education and family services, job-training, financial literacy, Food Bank, and senior lifestyle programs.Under Senior Department called SHIA. Please call for more information. ...",https://schema.org,PostalAddress,(323) 890-9600,Montebello,LocalBusiness
North Hollywood Interfaith Food Pantry,91604,4390 Colfax Avenue,CA,https://www.foodpantries.org/gallery/33744_stiqtzvjzk.png,"Hours:Monday - Friday9:00am - 1:00pmPLEASE NOTE THAT THE ENTRANCE IS ON THE TROOST SIDE OF THE PARKING LOT ONLYFor more information, please call.",https://schema.org,PostalAddress,(818) 980-1657,Studio City,LocalBusiness
Community Distribution Center,91352,11350 Saticoy Street,CA,https://www.foodpantries.org/gallery/33031_community-distribution-center_kiz.png,"Community Distribution Center (CDC) is an Emergency Feeding Organization (EFO) providing hunger relief to families living in poverty in the San Fernando Valley. CDC solicits and distributes more than 3 million pounds of food and non-food items annually impacting nearly18,000 people. CDC operates out of a large facility (former grocery store) located in Sun Valley, CA -we are open six days a week and provides one shopping cart full of approximately 200 pounds of food per visit, providing sustenance for a family of seven for a week.  Currently",https://schema.org,PostalAddress,(818) 759-0616,Sun Valley,LocalBusiness
New Challenge Ministries Torrance,90501,21804 Halldale Ave.,CA,https://www.foodpantries.org/gallery/38616_new-challenge-ministries-torrance_pic.jpg,"New Challenge Ministries runs a Food Bank for those individuals or families in need. Hours: Monday through Saturday10:30am - 12:00pmThis service is available to anyone and is not based upon religious affiliation. This is a program to serve the community and those in need. Food offered varies from day-to-day, but usually includes milk, eggs, cheese, bread, vegetables, fruits, and/or juices.For more information, please call. ",https://schema.org,PostalAddress,(310) 320-4171,Torrance,LocalBusiness
Coast Christian Fellowship,90505,4000 Pacific Coast Hwy,CA,https://www.foodpantries.org/gallery/38617_coast-christian-fellowship_cvx.jpg,Food Pantry Hours:Monday4:00pm to 6:00pmWe are a Christ-centered non profit established by Coast Christian Fellowship to help those in our community address the complex and challenging needs they face. Our hope is that participants in Lydia's House will be filled with hope and courage as they are equipped to overcome obstacles and walk in the fullness of their God-given destiny.We are currently partnering with the LA Food Bank to give out free groceries to those in need. As we expand we hope to grow in the services ,https://schema.org,PostalAddress,(310) 373-8573,Torrance,LocalBusiness
Project: NEEDS,90278,2600 Nelson Avenue,CA,https://www.foodpantries.org/gallery/no_photo_7.jpg,"Provides a food pantry.  Pantry Hours: Every 1st and 3rd Thursday of the month 9:00am - 11:00amFor more information, please call. ...",https://schema.org,PostalAddress,(310) 370-4319,Redondo Beach,LocalBusiness
Long Beach Rescue Mission,90813,1430 Pacific Ave.,CA,https://www.foodpantries.org/gallery/no_photo_1.jpg,"Hours: Lunch Mononday - Thursday 12:00p Dinner 7 days a week 6;00pmFor more information, please call. ...",https://schema.org,PostalAddress,(562) 591-1292,Long Beach,LocalBusiness
Catholic Charities Long Beach Community Service Center,90813,123 E. 14th Street,CA,https://www.foodpantries.org/gallery/no_photo_9.jpg,"Office Hours:Monday through Friday9:00am - 12:00pm1:30pm - 3:30pmFood  stamps  eligibility  worker  on-site:  THURSDAY  1:30pm to 3:30pm. Utility assistance, food, clothing and transportation. Food Bank Hours:The last Thursday of the month 9:30am - 12:00pm; 1:30pm - 3:00pmFor more information, please call. ...",https://schema.org,PostalAddress,(213) 251-3432,Long Beach,LocalBusiness
Food Pantry LAX,90302,355 E. Beach St.,CA,https://www.foodpantries.org/gallery/no_photo_4.jpg,"Food pantry which provides groceries in InglewoodFood Pantry open for those in need: 10am to Noon, Tue and Fri. Donations can be dropped off between 9am to Noon, Tue and Fri....",https://schema.org,PostalAddress,310-677-5597,Ingelwood,LocalBusiness
Christian Outreach In Action,90802,515 East Third Street,CA,https://www.foodpantries.org/gallery/no_photo_8.jpg,BREAKFAST:Served EVERY DAY 7:00-8:00 amLUNCH:Served every Saturday 11:30 am-12:30 pm &amp; the last Sunday of every month 11:30 am-12:30 pmDINNER:Served every Monday- Friday 4:30-5:30 pmThe third Sunday of every month at 3:00 pm three Mother Teresa nuns and Father Scott will serve a wonderful meal.Other Services...,https://schema.org,PostalAddress,562-432-1440,Long Beach,LocalBusiness
SOVA Valley Food Pantry,91406,16439 Vanowen St,CA,https://www.foodpantries.org/gallery/32318_ca-sova_valley_food_pantry_xju.gif,"The VALLEY pantry is located on the north side of Vanowen St. one-half block east of Hayvenhurst Ave. Our building is located off the street behind a row of storefronts. Follow the driveway that is between Taqueria San Jose and Costa Azul Restaurant to our parking lot.  Pantry Hours:  Sunday  9:00 am - 12:00 noon (Open every Sunday except holiday weekends) Monday  10:00 am - 1:30 pm Tuesday  10:00 am - 1:30 pm Thursday 10:00 am - 1:30 pmFor more information, please call. ",https://schema.org,PostalAddress,(818) 988-7682,Van Nuys,LocalBusiness
Prince of Peace Episcopal Church - Food Pantry and Community Dinner,91367,5700 Rudnick Ave ,CA,https://www.foodpantries.org/gallery/37296_west-valley-food-pantry_cbk.jpg,"Prince of Peace hosts the West Valley Food Pantry, and serves meals to the homeless, within other services.West Valley Food Pantry Hours: Monday-Thursday 10:00am to 3:00pm Friday10:00am to 12:00pm They distribute USDA EFAP food, as well as a large supply of donated food items, free of charge to residents of the West San Fernando Valley. Please see their website for exact service area and directions. Meal&nbsp; for the Homeless Hours:2nd and 4th Saturday of the month5:00pm",https://schema.org,PostalAddress,(818) 346-5554,Woodland Hills,LocalBusiness
